# iata code; latitude; longitude; airport name
ADA;36.9825;35.2831;Adana Airport;TR
ADB;38.2892;27.1550;Adnan Menderes International Airport;TR
ADD;8.9750;38.7994;Addis Ababa Bole International Airport;ET
ADE;12.8289;45.0297;Aden International Airport;YE
ADF;37.7308;38.4689;Adıyaman Airport;TR
ADH;58.6000;125.4000;Aldan Airport;RU
ADJ;31.9727;35.9916;Amman-Marka International Airport;JO
ADK;51.8780;-176.6460;Adak Airport;US
ADL;-34.9450;138.5300;Adelaide International Airport;AU
ADP;8.3000;80.4767;Ampara Airport;LK
ADQ;57.7500;-152.4939;Kodiak Airport;US
ADS;32.9697;-96.8386;Addison Airport;US
ADU;38.3267;48.4242;Ardabil Airport;IR
ADW;38.8108;-76.8670;Andrews Air Force Base;US
ADX;56.3733;-2.8683;RAF Leuchars;GB
ADZ;12.5836;-81.7108;Gustavo Rojas Pinilla International Airport;CO
AEB;23.7200;106.9600;Baise Youjiang Airport;CN
AEG;1.4001;99.4305;Aek Godang Airport;ID
AEH;13.8472;20.8488;Abeche Airport;TD
AEO;16.7167;-9.6333;Aioun el Atrouss Airport;MR
AEP;-34.5589;-58.4164;Jorge Newbery Airpark;AR
AER;43.4450;39.9483;Sochi International Airport;RU
AES;62.5625;6.1197;Ålesund Airport;NO
AET;66.5518;-152.6222;Allakaket Airport;US
AEX;31.3274;-92.5486;Alexandria International Airport;US
AEY;65.6586;-18.0722;Akureyri Airport;IS
AFA;-34.5883;-68.4033;Suboficial Ay Santiago Germano Airport;AR
AFL;-9.8661;-56.1044;Piloto Osvaldo Marques Dias Airport;BR
AFS;41.6133;64.2328;Sugraly Airport;UZ
AFT;-9.1911;160.9492;Afutara Aerodrome;SB
AFW;32.9876;-97.3188;Fort Worth Alliance Airport;US
AFY;38.7339;30.5953;Afyon Airport;TR
AFZ;36.1681;57.5953;Sabzevar National Airport;IR
AGA;30.3250;-9.4131;Al Massira Airport;MA
AGB;48.4252;10.9318;Augsburg Airport;DE
AGC;40.3544;-79.9302;Allegheny County Airport;US
AGF;44.1747;0.5906;Agen-La Garenne Airport;FR
AGH;56.2911;12.8550;Ängelholm-Helsingborg Airport;SE
AGL;-9.3330;149.1500;Wanigela Airport;PG
AGM;65.6122;-37.6183;Tasiilaq Heliport;GL
AGN;57.5036;-134.5851;Angoon Seaplane Base;US
AGP;36.6750;-4.4992;Málaga Airport;ES
AGQ;38.6020;21.3512;Agrinion Air Base;GR
AGR;27.1500;77.9500;Agra Airport;IN
AGS;33.3367;-81.9645;Augusta Regional At Bush Field;US
AGT;-25.4558;-54.8437;Guarani International Airport;PY
AGU;21.7047;-102.3175;Jesús Terán Paredo International Airport;MX
AGV;9.5500;-69.2333;Oswaldo Guevara Mujica Airport;VE
AGX;10.8237;72.1760;Agatti Airport;IN
AGZ;-29.2792;18.8175;Aggeneys Airport;ZA
AHB;18.2404;42.6565;Abha Regional Airport;SA
AHE;-14.4278;-146.2550;Ahe Airport;PF
AHN;33.9486;-83.3263;Athens Ben Epps Airport;US
AHO;40.6322;8.2894;Alghero-Fertilia Airport;IT
AHS;15.4722;-84.3522;Ahuas Airport;HN
AHU;35.1806;-3.8317;Cherif Al Idrissi Airport;MA
AIA;42.0532;-102.8037;Alliance Municipal Airport;US
AIC;7.1000;171.2333;Ailinglaplap Airok Airport;MH
AID;40.1087;-85.6130;Anderson Municipal Darlington Field;US
AIF;-22.6394;-50.4525;Marcelo Pires Halzhausen Airport;BR
AIM;10.2000;169.9833;Ailuk Airport;MH
AIN;70.6380;-159.9948;Wainwright Airport;US
AIR;-10.2500;-59.3833;Aripuanã Airport;BR
AIT;-18.8309;-159.7642;Aitutaki Airport;CK
AIU;-19.9678;-158.1192;Enua Airport;CK
AJA;41.9239;8.8025;Ajaccio-Napoléon Bonaparte Airport;FR
AJF;29.7852;40.0996;Al-Jawf Domestic Airport;SA
AJI;39.6627;43.0232;Ağrı Airport;TR
AJL;23.7333;92.8000;Lengpui Airport;IN
AJN;-12.1317;44.4303;Ouani Airport;KM
AJR;65.5903;19.2819;Arvidsjaur Airport;SE
AJU;-10.9853;-37.0733;Santa Maria Airport;BR
AJY;16.9622;7.9903;Mano Dayak International Airport;NE
AKA;32.7081;108.9314;Ankang Wulipu Airport;CN
AKB;52.2203;-174.2063;Atka Airport;US
AKC;41.0375;-81.4669;Akron Fulton International Airport;US
AKD;20.6978;77.0589;Akola Airport;IN
AKF;24.1767;23.3150;Kufra Airport;LY
AKH;35.2026;-81.1498;Prince Sultan Air Base;SA
AKI;60.9029;-161.2306;Akiak Airport;US
AKJ;43.6707;142.4475;Asahikawa Airport;JP
AKK;56.9387;-154.1826;Akhiok Airport;US
AKL;-37.0081;174.7917;Auckland International Airport;NZ
AKN;58.6768;-156.6492;King Salmon Airport;US
AKP;68.1336;-151.7433;Anaktuvuk Pass Airport;US
AKR;7.2500;5.3042;Akure Airport;NG
AKS;-8.6978;160.6808;Auki Airport;SB
AKT;34.5903;32.9878;RAF Akrotiri;GB
AKU;41.2625;80.2917;Aksu Airport;CN
AKV;60.8186;-78.1486;Akulivik Airport;CA
AKX;50.2458;57.2067;Aktobe Airport;KZ
AKY;20.1329;92.8760;Sittwe Airport;MM
ALA;43.3519;77.0406;Almaty Airport;KZ
ALB;42.7483;-73.8017;Albany International Airport;US
ALC;38.2822;-0.5582;Alicante International Airport;ES
ALF;69.9761;23.3717;Alta Airport;NO
ALG;36.6944;3.2169;Houari Boumediene Airport;DZ
ALH;-34.9433;117.8083;Albany Airport;AU
ALI;27.7417;-98.0267;Alice International Airport;US
ALJ;-28.5733;16.5350;Alexander Bay Airport;ZA
ALL;44.0467;8.1264;Villanova D'Albenga International Airport;IT
ALM;32.8399;-105.9906;Alamogordo White Sands Regional Airport;US
ALN;38.8900;-90.0467;St Louis Regional Airport;US
ALO;42.5572;-92.4033;Waterloo Regional Airport;US
ALP;36.1797;37.2261;Aleppo International Airport;SY
ALR;-45.2117;169.3733;Alexandra Airport;NZ
ALS;37.4349;-105.8666;San Luis Valley Regional Bergman Field;US
ALW;46.0946;-118.2879;Walla Walla Regional Airport;US
ALY;31.1817;29.9464;El Nouzha Airport;EG
ALZ;56.8958;-154.2458;Alitak Seaplane Base;US
AMA;35.2194;-101.7059;Rick Husband Amarillo International Airport;US
AMD;23.0712;72.6264;Sardar Vallabhbhai Patel International Airport;IN
AMH;6.0394;37.5905;Arba Minch Airport;ET
AMI;-8.5620;116.0994;Selaparang Airport;ID
AMJ;-16.1833;-40.6667;Cirilo Queiróz Airport;BR
AMM;31.7226;35.9932;Queen Alia International Airport;JO
AMQ;-3.7070;128.0897;Pattimura Airport;ID
AMS;52.3081;4.7642;Amsterdam Airport Schiphol;NL
AMV;69.7633;61.5633;Amderma Airport;RU
AMY;-17.6830;45.6170;Ambatomainty Airport;MG
AMZ;-37.0297;174.9733;Ardmore Airport;NZ
ANB;33.5881;-85.8581;Anniston Metropolitan Airport;US
ANC;61.1744;-149.9964;Ted Stevens Anchorage International Airport;US
AND;34.4950;-82.7097;Anderson Regional Airport;US
ANE;47.5603;-0.3122;Angers-Loire Airport;FR
ANF;-23.4444;-70.4450;Cerro Moreno Airport;CL
ANG;45.7294;0.2192;Angoulême-Brie-Champniers Airport;FR
ANI;61.5816;-159.5430;Aniak Airport;US
ANJ;46.4792;-84.3684;Zanaga Airport;CG
ANK;39.9575;32.6744;Etimesgut Air Base;TR
ANM;-14.9994;50.3202;Antsirabato Airport;MG
ANN;55.0425;-131.5722;Annette Island Airport;US
ANO;-16.1833;39.9333;Angoche Airport;MZ
ANR;51.1894;4.4603;Antwerp International Airport (Deurne);BE
ANS;-13.7042;-73.3481;Andahuaylas Airport;PE
ANU;17.1367;-61.7928;V.C. Bird International Airport;AG
ANV;62.6467;-160.1907;Anvik Airport;US
ANW;42.5800;-99.9933;Ainsworth Municipal Airport;US
ANX;69.2925;16.1442;Andøya Airport;NO
AOC;50.9818;12.5064;Altenburg-Nobitz Airport;DE
AOE;39.8117;30.5286;Anadolu Airport;TR
AOG;41.1053;122.8539;Anshan Air Base;CN
AOI;43.6167;13.3603;Ancona Falconara Airport;IT
AOJ;40.7347;140.6908;Aomori Airport;JP
AOK;35.4167;27.1500;Karpathos Airport;GR
AOL;-29.6881;-57.1522;Paso De Los Libres Airport;AR
AOO;40.2964;-78.3200;Altoona Blair County Airport;US
AOQ;72.8869;-55.5961;Aappilattoq Heliport;GL
AOR;6.1944;100.4008;Sultan Abdul Halim Airport;MY
AOS;57.4667;-153.8333;Amook Bay Seaplane Base;US
AOT;45.7386;7.3681;Aosta Airport;IT
AOU;14.8000;106.8167;Attopeu Airport;LA
APA;39.5701;-104.8493;Centennial Airport;US
APC;38.2131;-122.2806;Napa County Airport;US
APF;26.1526;-81.7753;Naples Municipal Airport;US
APG;39.4662;-76.1688;Phillips Army Air Field;US
API;4.0761;-73.5627;Gomez Nino Apiay Air Base;CO
APK;-15.5736;-146.4153;Apataki Airport;PF
APL;-15.1000;39.2833;Nampula Airport;MZ
APN;45.0781;-83.5603;Alpena County Regional Airport;US
APO;7.0330;-77.2000;Antonio Roldan Betancourt Airport;CO
APS;-16.3619;-48.9275;Anápolis Airport;BR
APU;-23.6117;-51.3844;Apucarana Airport;BR
APV;34.5753;-117.1862;Apple Valley Airport;US
APW;-13.8297;-171.9972;Faleolo International Airport;WS
APX;-23.3625;-51.4792;Arapongas Airport;BR
AQA;-21.8039;-48.1397;Araraquara Airport;BR
AQG;30.5822;117.0503;Anqing Tianzhushan Airport;CN
AQI;28.3352;46.1249;Al Qaisumah/Hafr Al Batin Airport;SA
AQJ;29.6116;35.0181;Aqaba King Hussein International Airport;JO
AQP;-16.3403;-71.5728;Rodríguez Ballón International Airport;PE
ARA;30.0378;-91.8839;Acadiana Regional Airport;US
ARC;68.1147;-145.5794;Arctic Village Airport;US
ARH;64.6000;40.7183;Talagi Airport;RU
ARI;-18.3486;-70.3386;Chacalluta Airport;CL
ARK;-3.3678;36.6333;Arusha Airport;TZ
ARM;-30.5300;151.6175;Armidale Airport;AU
ARN;59.6519;17.9186;Stockholm-Arlanda Airport;SE
ARS;-15.8989;-52.2403;Aragarças Airport;BR
ARS;-15.8989;-52.2403;Usina Santa Cruz Airport;BR
ART;43.9919;-76.0217;Watertown International Airport;US
ARU;-21.1436;-50.4258;Araçatuba Airport;BR
ARV;45.9279;-89.7309;Lakeland-Noble F. Lee Memorial field;US
ARW;46.1765;21.2620;Arad International Airport;RO
ARY;-37.3119;142.9906;Ararat Airport;AU
ASA;13.0667;42.6333;Assab International Airport;ER
ASB;37.9917;58.3633;Ashgabat Airport;TM
ASD;24.6983;-77.7956;Andros Town Airport;BS
ASE;39.2232;-106.8688;Aspen-Pitkin Co/Sardy Field;US
ASF;46.2833;48.0083;Astrakhan Airport;RU
ASI;-7.9700;-14.3933;RAF Ascension Island;SH
ASJ;28.4308;129.7126;Amami Airport;JP
ASK;6.9061;-5.3626;Yamoussoukro Airport;CI
ASM;15.2842;38.9000;Asmara International Airport;ER
ASO;10.0185;34.5863;Asosa Airport;ET
ASP;-23.8067;133.9017;Alice Springs Airport;AU
ASR;38.7703;35.4953;Kayseri Erkilet Airport;TR
AST;44.8373;-117.8075;Astoria Regional Airport;US
ASU;-25.2411;-57.5168;Silvio Pettirossi International Airport;PY
ASV;-2.6330;37.2500;Amboseli Airport;KE
ASW;23.9644;32.8200;Aswan International Airport;EG
ATA;-9.3436;-77.5958;Comandante FAP German Arias Graziani Airport;PE
ATB;17.7097;34.0574;Atbara Airport;SD
ATC;24.6700;-75.7500;Arthur's Town Airport;BS
ATD;-8.8733;161.0114;Uru Harbour Airport;SB
ATF;-1.2119;-78.5747;Chachoán Airport;EC
ATH;37.9367;23.9445;Eleftherios Venizelos International Airport;GR
ATK;70.4673;-157.4357;Atqasuk Edward Burnell Sr Memorial Airport;US
ATL;33.6367;-84.4281;Hartsfield Jackson Atlanta International Airport;US
ATM;-3.2506;-52.2517;Altamira Airport;BR
ATN;-3.6670;152.4330;Namatanai Airport;PG
ATQ;31.7044;74.8021;Shri Guru Ram Dass Ji International Airport Amritsar;IN
ATQ;31.7044;74.8021;Sri Guru Ram Dass Jee International Airport;IN
ATR;20.5008;-13.0467;Atar International Airport;MR
ATT;60.8667;-162.2731;Atmautluak Airport;US
ATW;44.2581;-88.5191;Appleton International Airport;US
ATY;44.9140;-97.1547;Watertown Regional Airport;US
ATZ;27.0464;31.0119;Assiut International Airport;EG
AUA;12.5014;-70.0152;Queen Beatrix International Airport;AW
AUC;7.0689;-70.7369;Santiago Perez Airport;CO
AUF;47.8464;3.4967;Auxerre-Branches Airport;FR
AUG;44.3200;-69.7967;Augusta State Airport;US
AUH;24.4367;54.6508;Abu Dhabi International Airport;AE
AUK;62.6800;-164.6599;Alakanuk Airport;US
AUL;8.1333;171.1667;Aur Island Airport;MH
AUQ;-9.7667;-139.0167;Hiva Oa-Atuona Airport;PF
AUR;44.8975;2.4167;Aurillac Airport;FR
AUS;30.1950;-97.6700;Austin Bergstrom International Airport;US
AUS;30.1950;-97.6700;Austin Robert Mueller Municipal;US
AUU;-13.3539;141.7208;Aurukun Airport;AU
AUW;44.9285;-89.6266;Wausau Downtown Airport;US
AUX;-7.2281;-48.2403;Araguaína Airport;BR
AUY;-20.2492;169.7714;Aneityum Airport;VU
AVA;26.2606;105.8731;Anshun Huangguoshu Airport;CN
AVB;45.9250;12.4292;Aviano Air Base;IT
AVI;22.0269;-78.7894;Maximo Gomez Airport;CU
AVL;35.4367;-82.5417;Asheville Regional Airport;US
AVN;43.9067;4.9019;Avignon-Caumont Airport;FR
AVP;41.3384;-75.7234;Wilkes Barre Scranton International Airport;US
AVR;38.8855;-9.0281;Alverca Airport;PT
AVU;-9.8670;160.4000;Avu Avu Airport;SB
AVV;-38.0394;144.4694;Avalon Airport;AU
AWB;-8.0000;142.7500;Awaba Airport;PG
AWD;-19.2400;169.6050;Aniwa Airport;VU
AWK;19.2819;166.6386;Wake Island Airfield;UM
AWZ;31.3375;48.7603;Ahwaz Airport;IR
AXA;18.2047;-63.0539;Wallblake Airport;AI
AXD;40.8558;25.9561;Dimokritos Airport;GR
AXK;14.5333;46.8167;Ataq Airport;YE
AXM;4.4533;-75.7658;El Eden Airport;CO
AXN;45.8663;-95.3947;Chandler Field;US
AXP;22.4418;-73.9709;Spring Point Airport;BS
AXR;-15.2464;-146.6203;Arutua Airport;PF
AXT;39.6156;140.2185;Akita Airport;JP
AXU;14.1371;38.7761;Axum Airport;ET
AYK;50.3250;66.9600;Arkalyk North Airport;KZ
AYP;-13.1511;-74.2017;Coronel FAP Alfredo Mendivil Duarte Airport;PE
AYQ;-25.1867;130.9750;Ayers Rock Connellan Airport;AU
AYR;-19.5958;147.3258;Ayr Airport;AU
AYS;31.2491;-82.3955;Waycross Ware County Airport;US
AYT;36.9008;30.7947;Antalya International Airport;TR
AZA;33.3078;-111.6555;Phoenix-Mesa-Gateway Airport;US
AZD;31.9061;54.2764;Shahid Sadooghi Airport;IR
AZI;24.4283;54.4581;Bateen Airport;AE
AZN;40.7267;72.2933;Andizhan Airport;UZ
AZO;42.2349;-85.5521;Kalamazoo Battle Creek International Airport;US
AZR;27.8392;-0.1853;Touat Cheikh Sidi Mohamed Belkebir Airport;DZ
AZS;19.1986;-69.4298;Samaná El Catey International Airport;DO
BAB;39.1362;-121.4365;Beale Air Force Base;US
BAD;32.5018;-93.6627;Barksdale Air Force Base;US
BAF;42.1575;-72.7158;Barnes Municipal Airport;US
BAG;16.3767;120.6189;Loakan Airport;PH
BAH;26.2708;50.6336;Bahrain International Airport;BH
BAL;37.9322;41.1164;Batman Airport;TR
BAM;40.5990;-116.8743;Battle Mountain Airport;US
BAQ;10.8894;-74.7806;Ernesto Cortissoz International Airport;CO
BAS;-6.9670;155.8830;Ballalae Airport;SB
BAT;-20.5850;-48.5953;Chafei Amsei Airport;BR
BAU;-22.3436;-49.0539;Bauru Airport;BR
BAV;40.5600;109.9969;Baotou Airport;CN
BAX;53.3633;83.5417;Barnaul Airport;RU
BAY;47.6583;23.4662;Tautii Magheraus Airport;RO
BAZ;-0.9808;-62.9189;Barcelos Airport;BR
BBA;-45.9186;-71.6972;Balmaceda Airport;CL
BBH;54.3382;12.7101;Barth Airport;DE
BBI;20.2467;85.8185;Biju Patnaik Airport;IN
BBJ;49.9453;6.5650;Bitburg Airport;DE
BBK;-17.8297;25.1631;Kasane Airport;BW
BBM;13.1030;103.2294;Battambang Airport;KH
BBN;3.7339;115.4786;Bario Airport;MY
BBO;10.3833;44.9500;Berbera Airport;SO
BBQ;17.6275;-61.8269;Codrington Airport;AG
BBS;51.3239;-0.8475;Blackbushe Airport;GB
BBT;4.2261;15.7856;Berbérati Airport;CF
BBU;44.5035;26.1036;Băneasa International Airport;RO
BBW;41.4367;-99.6417;Broken Bow Municipal Airport;US
BCA;20.3647;-74.5067;Gustavo Rizo Airport;CU
BCD;10.6425;122.9296;Bacolod-Silay City International Airport;PH
BCH;-8.4854;126.3993;Cakung Airport;TL
BCI;-23.5650;145.3094;Barcaldine Airport;AU
BCL;10.7687;-83.5856;Barra del Colorado Airport;CR
BCM;46.5219;26.9103;Bacău Airport;RO
BCN;41.2971;2.0785;Barcelona International Airport;ES
BCR;-8.8333;-67.3117;Novo Campo Airport;BR
BCT;26.3784;-80.1076;Boca Raton Airport;US
BCV;17.2694;-88.7761;Belmopan Airport;BZ
BCW;-23.7333;35.1167;Benguera Island Airport;MZ
BDA;32.3640;-64.6787;L.F. Wade International International Airport;BM
BDB;-24.9053;152.3175;Bundaberg Airport;AU
BDD;-10.1500;142.1742;Badu Island Airport;AU
BDE;48.7284;-94.6122;Baudette International Airport;US
BDH;26.5314;54.8275;Bandar Lengeh Airport;IR
BDJ;-3.4397;114.7528;Syamsudin Noor Airport;ID
BDL;41.9389;-72.6832;Bradley International Airport;US
BDM;40.3156;27.9828;Bandırma Airport;TR
BDO;-6.9019;107.5761;Husein Sastranegara International Airport;ID
BDP;26.5703;88.0758;Bhadrapur Airport;NP
BDQ;22.3294;73.2194;Vadodara Airport;IN
BDR;41.1607;-73.1245;Igor I Sikorsky Memorial Airport;US
BDS;40.6606;17.9481;Brindisi – Salento Airport;IT
BDT;4.2500;20.9667;Gbadolite Airport;CD
BDU;69.0558;18.5403;Bardufoss Airport;NO
BEB;57.4811;-7.3628;Benbecula Airport;GB
BED;42.4700;-71.2900;Laurence G Hanscom Field;US
BEG;44.8194;20.3125;Belgrade Nikola Tesla Airport;RS
BEJ;2.1533;117.4311;Barau(Kalimaru) Airport;ID
BEL;-1.3847;-48.4789;Val de Cans/Júlio Cezar Ribeiro International Airport;BR
BEN;32.0975;20.2708;Benina International Airport;LY
BEP;15.1628;76.8828;Bellary Airport;IN
BES;48.4472;-4.4217;Brest Bretagne Airport;FR
BET;60.7798;-161.8380;Bethel Airport;US
BEU;-24.3467;139.4600;Bedourie Airport;AU
BEV;31.2881;34.7231;Beersheba (Teyman) Airport;IL
BEW;-19.7947;34.8992;Beira Airport;MZ
BEX;51.6147;-1.0939;RAF Benson;GB
BEY;33.8206;35.4900;Beirut Rafic Hariri International Airport;LB
BFD;41.8030;-78.6402;Bradford Regional Airport;US
BFF;41.8740;-103.5956;Western Neb. Rgnl/William B. Heilig Airport;US
BFI;47.5300;-122.3020;Boeing Field King County International Airport;US
BFJ;27.3003;105.3014;Ba Airport;FJ
BFJ;27.3003;105.3014;Bijie Feixiong Airport;CN
BFL;35.4333;-119.0567;Meadows Field;US
BFM;30.6267;-88.0681;Mobile Downtown Airport;US
BFN;-29.0938;26.3040;Bram Fischer International Airport;ZA
BFO;-21.0086;31.5794;Buffalo Range Airport;ZW
BFP;40.7725;-80.3915;Beaver County Airport;US
BFQ;7.5830;-78.2000;Bahia Piña Airport;PA
BFS;54.6575;-6.2158;Belfast International Airport;GB
BFV;15.2267;103.2511;Buri Ram Airport;TH
BFX;5.5347;10.3558;Bafoussam Airport;CM
BGA;7.1269;-73.1850;Palonegro Airport;CO
BGC;41.8567;-6.7075;Bragança Airport;PT
BGF;4.3977;18.5198;Bangui M'Poko International Airport;CF
BGG;38.8600;40.5939;Bingöl Çeltiksuyu Airport;TR
BGI;13.0746;-59.4921;Sir Grantley Adams International Airport;BB
BGM;42.2087;-75.9731;Greater Binghamton/Edwin A Link field;US
BGN;51.2000;6.1333;Brüggen Air Base;DE
BGO;60.2936;5.2181;Bergen Airport Flesland;NO
BGR;44.8074;-68.8281;Bangor International Airport;US
BGU;4.7833;22.7833;Bangassou Airport;CF
BGW;33.3500;44.4170;Baghdad International Airport;IQ
BGX;-31.3908;-54.1097;Comandante Gustavo Kraemer Airport;BR
BGY;45.6689;9.7003;Il Caravaggio International Airport;IT
BHA;-0.6050;-80.4042;Los Perales Airport;EC
BHB;44.4498;-68.3616;Hancock County-Bar Harbor Airport;US
BHD;54.6181;-5.8725;George Best Belfast City Airport;GB
BHE;-41.5183;173.8703;Woodbourne Airport;NZ
BHG;15.7350;-84.5425;Brus Laguna Airport;HN
BHH;19.9842;42.6231;Bisha Airport;SA
BHI;-38.7203;-62.1575;Comandante Espora Airport;AR
BHJ;23.2867;69.6700;Bhuj Airport;IN
BHK;39.7750;64.4833;Bukhara Airport;UZ
BHM;33.5629;-86.7535;Birmingham-Shuttlesworth International Airport;US
BHO;23.2869;77.3369;Raja Bhoj International Airport;IN
BHQ;-32.0017;141.4717;Broken Hill Airport;AU
BHR;27.6781;84.4294;Bharatpur Airport;NP
BHS;-33.4111;149.6528;Bathurst Airport;AU
BHU;21.7542;72.1906;Bhavnagar Airport;IN
BHV;29.3444;71.7125;Bahawalpur Airport;PK
BHX;52.4539;-1.7480;Birmingham International Airport;GB
BHY;21.5394;109.2939;Beihai Airport;CN
BIA;42.5500;9.4847;Bastia-Poretta Airport;FR
BID;41.1681;-71.5778;Block Island State Airport;US
BIE;40.3017;-96.7533;Beatrice Municipal Airport;US
BIF;31.8495;-106.3800;Biggs Army Air Field (Fort Bliss);US
BIG;63.9945;-145.7216;Allen Army Airfield;US
BIH;37.3731;-118.3636;Eastern Sierra Regional Airport;US
BII;11.5225;165.5650;Enyu Airfield;MH
BIK;-1.1919;136.1100;Frans Kaisiepo Airport;ID
BIL;45.8077;-108.5429;Billings Logan International Airport;US
BIM;25.6999;-79.2647;South Bimini Airport;BS
BIO;43.3011;-2.9106;Bilbao Airport;ES
BIQ;43.4683;-1.5311;Biarritz-Anglet-Bayonne Airport;FR
BIR;26.4840;87.2643;Biratnagar Airport;NP
BIS;46.7740;-100.7467;Bismarck Municipal Airport;US
BIV;6.5267;21.9900;Bria Airport;CF
BIX;30.4113;-88.9236;Keesler Air Force Base;US
BIY;-32.8950;27.2850;Bisho Airport;ZA
BJA;36.7119;5.0694;Soummam Airport;DZ
BJB;37.4892;57.3064;Bojnord Airport;IR
BJC;39.9083;-105.1167;Rocky Mountain Metropolitan Airport;US
BJF;70.6003;29.6925;Båtsfjord Airport;NO
BJI;47.5094;-94.9337;Bemidji Regional Airport;US
BJL;13.3425;-16.6578;Banjul International Airport;GM
BJM;-3.3178;29.3172;Bujumbura International Airport;BI
BJR;11.6063;37.3197;Bahir Dar Airport;ET
BJT;6.4833;79.9833;Bentota River Waterdrome;LK
BJV;37.2472;27.6814;Milas Bodrum International Airport;TR
BJX;20.9933;-101.4810;Del Bajío International Airport;MX
BJY;44.9236;20.2790;Batajnica Air Base;RS
BJZ;38.8912;-6.8213;Badajoz Airport;ES
BKA;55.6172;38.0600;Bykovo Airport;RU
BKC;65.9816;-161.1491;Buckland Airport;US
BKE;44.8373;-117.8091;Baker City Municipal Airport;US
BKF;39.7017;-104.7517;Lake Brooks Seaplane Base;US
BKG;36.5321;-93.2005;Branson Airport;US
BKI;5.9447;116.0531;Kota Kinabalu International Airport;MY
BKK;13.6811;100.7473;Suvarnabhumi Airport;TH
BKL;41.5250;-81.6833;Burke Lakefront Airport;US
BKM;3.9740;115.6180;Bakalalan Airport;MY
BKO;12.5379;-7.9433;Senou Airport;ML
BKQ;-24.4267;145.4233;Blackall Airport;AU
BKS;-3.8611;102.3394;Fatmawati Soekarno Airport;ID
BKW;37.7867;-81.1244;Raleigh County Memorial Airport;US
BKY;-2.3090;28.8088;Bukavu Kavumu Airport;CD
BKZ;-1.3000;31.8000;Bukoba Airport;TZ
BLA;10.1167;-64.6833;General Jose Antonio Anzoategui International Airport;VE
BLB;8.9148;-79.5996;Panama Pacific International Airport;PA
BLD;35.9475;-114.8611;Boulder City Municipal Airport;US
BLE;60.4222;15.5150;Borlange Airport;SE
BLF;37.2958;-81.2077;Mercer County Airport;US
BLH;33.6192;-114.7168;Blythe Airport;US
BLI;48.7927;-122.5375;Bellingham International Airport;US
BLJ;35.7592;6.3225;Batna Airport;DZ
BLK;53.7716;-3.0286;Blackpool International Airport;GB
BLL;55.7403;9.1518;Billund Airport;DK
BLQ;44.5306;11.2969;Bologna Guglielmo Marconi Airport;IT
BLR;12.9522;77.6646;Kempegowda International Airport;IN
BLT;-23.6000;148.8167;Blackwater Airport;AU
BLV;38.5452;-89.8352;Scott AFB/Midamerica Airport;US
